book_idx,Book-Title,Book-Author
25095,SHE WALKS IN BEAUTY : SHE WALKS IN BEAUTY,Sarah Shankman
33786,Affinity,Sarah Waters
10713,Magicnet,John Dechancie
21873,Batman: Knightfall (Batman : the Animated),Dennis O'Neil
35258,Cujo.,Stephen King
35444,Hohle KÃ?Â¶pfe. Ein Roman von der bizarren Scheibenwelt.,Terry Pratchett
35445,Voll im Bilde. Ein Roman von der bizarren Scheibenwelt.,Terry Pratchett
35446,Alles Sense. Ein Roman von der bizarren Scheibenwelt.,Terry Pratchett
35448,Echt zauberhaft. Ein Roman von der bizarren Scheibenwelt.,Terry Pratchett
35450,HeiÃ?Â?e HÃ?Â¼pfer. Ein Scheibenwelt- Roman.,Terry Pratchett
35495,Nur du hast den SchlÃ?Â¼ssel.,Terry Pratchett
35653,Die Farben der Magie / Der Zauberhut. Zwei Scheibenweltromane.,Terry Pratchett
35660,Die Kammer.,John Grisham
35666,Ein gutes Omen.,Terry Pratchett
20664,Walden and Other Writings,HENRY DAVID THOREAU
29552,Cain His Brother: A William Monk Novel (William Monk Novels (Paperback)),Anne Perry
18090,Moon Fire,Judith Redman Robbins
3149,"Narrative of the Life of Frederick Douglass, an American Slave (The Penguin American Library)",Frederick Douglass
25832,Murder at the Watergate: A Novel,Margaret Truman
29820,"The Pizza Mystery (Boxcar Children Mysteries, 33)",Gertrude Chandler Warner
6416,Aha Cookbook Rev and Updated,Ruth Eshleman
14671,The Gradual Vegetarian/the Step-By-Step Way to Start Eating the Right Stuff Today!,Lisa Tracy
2316,"Winesburg, Ohio",Sherwood Anderson
2737,The House of Mirth (Twentieth-Century Classics),Edith Wharton
18777,McTeague: A Story of San Francisco,Frank Norris
18880,Nectar in a Sieve (Signet Classics (Paperback)),Kamala Markandaya
21138,"My Darling, My Hamburger",PAUL ZINDEL
21213,Amazing and Death Defying Diary of Eugene Dingman (Bantam Starfire Books),Paul Zindel
24847,WHISPER OF DEATH : WHISPER OF DEATH,Christopher Pike
26513,TENDER IS THE NIGHT,F. Scott Fitzgerald
26727,This Side Of Paradise,F. Scott Fitzgerald
32606,Contacting Your Spirit Guide (Book w/CD),Sylvia Browne
6589,Missing Susan,SHARYN MCCRUMB
10802,Sew Deadly (Iris House B &amp; B Mystery),Jean Hager
17990,Skull Session,Daniel Hecht
21345,The Assassini,THOMAS GIFFORD
22261,Mistress of Justice,Jeffery Deaver
27415,Grave's End,Elaine Mercado
29531,Sisters &amp; Lovers,Connie Briscoe
32686,Having Faith,Barbara Delinsky
32963,Trust Me Once,Jan Coffey
23464,The Lyre of Orpheus,Robertson Davies
2449,Paradise Postponed,John Mortimer
10019,Sweet Savage Love,Rosemary Rogers
12923,Trouble in Paradise (Jesse Stone Novels (Hardcover)),Robert B. Parker
13633,Night Judgement at Sinos: A Novel,Jack Higgins
29263,"Tangled Webs (Forgotten Realms: Starlight and Shadows, Book 2)",Elaine Cunningham
7770,Men of the West: Harden/ Evan/ Donavan,Diana Palmer
8038,The Mona Lucy  (The Foxes),Peggy Webb
8693,"Last Buccaneer (Paranormal) (Harlequin Superromance No, 70578)",Lynn Erickson
11154,After the Kiss,Karen Ranney
19420,Once A Pirate,Susan Grant
19938,Cravings,Laurell K. Hamilton
30573,Arizona Angel,Phoebe Conn
30833,"Charmed, I'm Sure",Liz Ireland
31077,Beneath a Midnight Moon,Madeline Baker
3723,The Children of Green Knowe,L. M. Boston
6990,Remote Control,Andy McNab
32994,Parting Gifts,Charlotte Allen
33049,Cause For Alarm,Erica Spindler
5373,With a Vengeance,Eileen Dreyer
11930,A Stolen Tongue,Sheri Holman
12503,Berenstain's B Book (Bright and Early Books for Beginning Beginners),Stan Berenstain
12831,Three Complete Novels: Harmful Intent/Vital Signs/Blindsight,Robin Cook
21084,"The Cave of Time (Choose Your Own Adventure, No 1)",Edward Packard
22557,Clifford Makes a Friend (Hello Reader. Level 1),Norman Bridwell
22986,"Clifford the Firehouse Dog (Clifford, the Big Red Dog)",Norman Bridwell
24048,Obsidian Fate (Buffy the Vampire Slayer),Diana G. Gallagher
24078,Not Forgotten (Angel),Nancy Holder
24080,Close to the Ground (Angel),Jeff Mariotte
24387,GOODNIGHT KISS 2 FEAR STREET SUPER CHILLER (Fear Street Superchiller),R.L. Stine
27760,Shakedown (Angel),Don DeBrandt
28852,Haunted,Tamara Thorne
28859,Moonfall,Tamara Thorne
28880,Candle Bay,Tamara Thorne
28904,The Forgotten,Tamara Thorne
33552,Black Beauty,Anna Sewell
1593,The Bridge,Iain Banks
3584,Drop City,T. Coraghessan Boyle
9514,Uncle Tungsten: Memories of a Chemical Boyhood,Oliver W. Sacks
11078,Veronica,Nicholas Christopher
22010,Zeitgeist,Bruce Sterling
27487,A Trip To The Stars: A Novel,Nicholas Christopher
30043,Harvest of Stars (Harvest of Stars),Poul Anderson
9357,Blessings of the Heart (Love Inspired),Valerie Hansen
28796,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge
31032,Imprisoned for Christ: A Stirring Testament to God's Sustaining Grace in a Balkan Prison,Michael P. Halcomb
31367,Blessed Child,Bill Bright
32235,My Utmost for His Highest,Kay Arthur
18946,Lucy (Plume Contemporary Fiction),Jamaica Kincaid
1934,The Woman's Dictionary of Symbols and Sacred Objects (More Crystals and New Age),Barbara G. Walker
29361,Six Wives of Henry VIII,Alison Weir
20970,"Taking Sides (Sweet Valley High, No 31)",Francine Pascal
21361,Now I Lay Me Down to Sleep,Lurlene McDaniel
3114,The Three Musketeers (Puffin Classics),Alexandre Dumas
23907,A Five-Year Plan,Philip Kerr
32574,Death by Hollywood : A Novel,STEVEN BOCHCO
19581,"To Sir, With Love",Edward Ricardo Braithwaite
894,Small is Beautiful-Perennial,E.F. Schumacher
7128,God Is a Bullet,Boston Teran
33602,"Toxic Sludge Is Good for You!: Lies, Damn Lies and the Public Relations Industry",John Stauber
34161,Media Control: The Spectacular Achievements of Propaganda (Open Media Series),Noam Chomsky
1399,The Body in the Transept (Dorothy Martin Mysteries (Paperback)),Jeanne M. Dams
1409,A Secret Affair,Barbara Taylor Bradford
3724,Ginger Pye,Eleanor Estes
6562,The Alpine Advocate (Emma Lord Mysteries),Mary Daheim
9449,"Tuck Everlasting, 25th Anniversary Edition (Sunburst Book)",Natalie Babbitt
11328,Until Proven Guilty,J.A. Jance
13386,Sleeping With the Enemy,Nancy Price
14732,Tunes for Bears to Dance to,Robert Cormier
14834,Silent Honor,Danielle Steel
16438,At All Costs,John Gilstrap
19564,The Cat Who Went Underground,Lilian Jackson Braun
19614,Prime Witness,Steven Paul Martini
21840,Hanging Time (April Woo Suspense Novels (Paperback)),LESLIE GLASS
23832,Raven (Orphans),V.C. Andrews
24483,Split Image,Judy Mercer
24488,DOUBLE TAKE,Judy Mercer
24805,IF THERE BE THORNS (Dollanger Saga (Paperback)),V.C. Andrews
24806,SEEDS OF YESTERDAY (Dollanger Saga (Paperback)),V.C. Andrews
24814,KISS BEFORE DYING,Ira Levin
25185,Wishes,Jude Deveraux
25655,SECRET ADMIRER (FEAR STREET #36) : SECRET ADMIRER,R.L. Stine
25680,Sleeping Beauty,Judith Michael
27218,The Cage,Ruth Minsky Sender
27239,I Have Lived A Thousand Years: Growing Up In The Holocaust,Livia Bitton-Jackson
28003,Mount Vernon Love Story : A Novel of George and Martha Washington,Mary Higgins Clark
28362,Living Single,Holly Chamberlin
28838,Nowhere to Hide,James Elliott
30651,Vegas Rich,Fern Michaels
30660,Vegas Heat,Fern Michaels
30673,Vegas Sunrise (Vegas Trilogy),Fern Michaels
30682,Annie's Rainbow (Zebra Contemporary Romance),Fern Michaels
30693,Finders Keepers (Zebra Books),Fern Michaels
3126,Interstellar Pig,William Sleator
10233,Beezus and Ramona,Beverly Cleary
12516,The Berenstain Bears' New Baby (Pictureback Series),Stan Berenstain
22884,Amber Brown Is Not a Crayon (Amber Brown (Paperback)),Paula Danziger
23066,The Berenstain Bear Scouts Save That Backscratcher,Stan Berenstain
32264,Ganado Red,Susan Lowell
4855,Shadow of a Doubt,William Coughlin
6861,Angle of Impact,Bonnie MacDougal
14597,Trial,Clifford Irving
15468,The Golden Globe,John Varley
29493,Hook M/TV,Terry Brooks
20860,Death of a Dude (A Nero Wolfe Mystery),Rex Stout
6056,Stallion Gate,Martin Cruz Smith
11666,In the Forests of the Night,Amelia Atwater-Rhodes
20651,The Brothers Karamazov,FYODOR DOSTOEVSKY
34084,"The Pocket Encyclopedia of Aggravation: 101 Things that Annoy, Bother, Chafe, Disturb, Enervate, Frustrate, Grate, Harass, Irk, Jar, Mife, Nettle, Outrage, Peeve, Quassh, Rile, Stress Out, Trouble, Upset, Vex, Worry and X,Y Z You!",Laura Lee
8462,"A Rogue's Heart (Harlequin Historical, No. 625)",Debra Lee Brown
3392,Selected Tales (Penguin Popular Classics),Edgar Allan Poe
3415,Spirits of the Dead: Tales and Poems (Penguin Popular Classics),Edgar Allan Poe
3486,Zel,Donna Jo Napoli
9733,Hallucinating Foucault,PATRICIA DUNCKER
10901,The Physiognomy,Jeffrey Ford
11715,The Naked Ape: A Zoologist's Study of the Human Animal,Desmond Morris
13619,I Want to Buy a Vowel: A Novel of Illegal Alienation,John Welter
16451,Superstition,David Ambrose
17477,Dolores Claiborne,Stephen King
24468,CHRISTOPHER PIKES TALES OF TERROR 1,Christopher Pike
25101,LAST ACT : LAST ACT,Christopher Pike
25188,SEE YOU LATER : SEE YOU LATER,Christopher Pike
26345,Rocket City: A Novel (Vintage Contemporaries),Cathryn Alpert
28943,The Mammoth Book of Victorian and Edwardian Ghost Stories,Richard Dalby
4332,The Year's Best Fantasy and Horror: Eighth Annual Collection,Ellen Datlow
28163,The Ultimate Weight Solution Food Guide,Phil McGraw
3764,Blameless in Abaddon,James Morrow
3016,A Wizard of Earthsea (Pelican Books),Ursula K. Le Guin
3017,The tombs of Atuan,Ursula K. Le Guin
34471,Revelation Space (Gollancz SF S.),Alastair Reynolds
32132,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,Melody Beattie
7043,Mangrove Squeeze,Laurence Shames
9674,The Vagina Monologues: The V-Day Edition,Eve Ensler
23191,How to Know God : The Soul's Journey into the Mystery of Mysteries,DEEPAK CHOPRA
17333,Last Enchantment,Moser Mark Stewart
14266,"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy, Part 1: The Night of the Nasty Nostril Nuggets",Dav Pilkey
22849,"The Curse of the Mummy's Tomb (Goosebumps, No 5)",R. L. Stine
23040,"Trapped in Bat Wing Hall (Give Yourself Goosebumps, No 3)",R. L. Stine
34712,"Les Soleils Des Independences (Fiction, Poetry and Drama)",Kourouma
34808,La Dame qui aimait les toilettes propres,J.-P. Donleavy
34918,Pierre and Jean,Guy De Maupassant
34952,Et il ne restera que poussiÃ?Â¨re--,Patricia Cornwell
4004,Live from Death Row,Mumia Abu-Jamal
4328,Voodoo Dreams : A Novel of Marie Laveau,Jewell P. Rhodes
30060,"Necroscope 3: The Source (Necroscope Trilogy, Volume 3)",Brian Lumley
4483,The Basic Eight,Daniel Handler
6317,The Tolkien Reader,J. R. R. Tolkien
14283,Charlie Bone and the Time Twister,Jenny Nimmo
14287,"Charlie Bone And The Invisible Boy (Children Of The Red King, The)",Jenny Nimmo
28982,"The Eternity Code (Artemis Fowl, Book 3)",Eoin Colfer
34082,Alligators in the Sewer: And 222 Other Urban Legends,Thomas J. Craughwell
2677,Blanche on the Lam,Barbara Neely
6972,By the Light of My Father's Smile: A Novel (Ballantine Reader's Circle),Alice Walker
18728,Ethan Frome (Signet Classics (Paperback)),Edith Wharton
21162,INCREDIBLE JOURNEY,SHEILA BURNFORD
28381,Easy,Emma Gold
28465,"Tale of Despereaux: Being the Story of a Mouse, a Princess, Some Soup, and a Spool of Thread (Newbery Medal Book)",Kate Dicamillo
7910,Royal Ranson  (the crown affair),Susan Kearney
21812,The Patmans of Sweet Valley (Sweet Valley Saga),Francine Pascal
89,AGE OF INNOCENCE,Edith Wharton
840,Autobiography of a Face,Lucy Grealy
1156,Communion : The Female Search for Love,bell hooks
3229,Frankenstein or the Modern Prometheus (Penguin Classics),Mary Wollstonecraft Shelley
20191,The Kid: What Happened After My Boyfriend and I Decided to Go Get Pregnant : An Adoption Story,Dan Savage
24248,A CHRISTMAS CAROL,Charles Dickens
28260,The Physician,Noah Gordon
36285,"El Senor De Los Anillos: El Retorno Del Rey (Tolkien, J. R. R. Lord of the Rings. 3.)",J. R. R. Tolkien
1079,Mara and Dann : An Adventure,Doris Lessing
2451,Daybook: The Journey of an Artist,Anne Truitt
2595,We Are Still Married: Stories and Letters,Garrison Keillor
2596,Leaving Home,Garrison Keillor
3658,Scar Vegas: And Other Stories,Tom Paine
10244,Ribsy (Cleary Reissue),Beverly Cleary
12254,The Norton Anthology of Poetry,Margaret Ferguson
17731,Pomp and Circumstance: A Novel,Fred Mustard Stewart
18726,Gulliver's Travels (Signet Classic),Jonathan Swift
20027,The Five-Minute Hair Stylist,Christine Moodie
20531,The Old Neighborhood,Avery Corman
23267,"The Onion's Finest News Reporting, Volume 1",SCOTT DIKKERS
24830,HOTEL NEW HAMPSHIRE : HOTEL NEW HAMPSHIRE,John Irving
25161,"Pregnancy, Childbirth And The Newborn",Penny Simkin
25365,BEYOND MOTHERHOOD:CHOOSING A LIFE WITHOUT CHILDREN : Life with a Difficult or Damaged Sibling,Jeanne Safer
33050,Off the Wall: Graffiti for the Soul,Ernie J. Zelinski
33242,Chicken Soup for the Soul at Work,Jack Canfield
34344,Call of the Wild and White Fang (Wordsworth Collection),Jack London
1310,The Long Hard Road Out of Hell,Marilyn Manson
1495,The Bronze Horseman,Paullina Simons
2959,"Right Ho, Jeeves",P. G. Wodehouse
329,The Joe Leaphorn Mysteries: Three Classic Hillerman Mysteries Featuring Lt. Joe Leaphorn: The Blessing Way/Dance Hall of the Dead/Listening Woman,Tony Hillerman
14567,Sirens Sang of Murder,Sarah Caudwell
16892,Honest Doubt,Amanda Cross
27901,Geisha of Gion: The Memoir of Mineko Iwasaki,Mineko Iwasaki
29915,The House on the Strand,Daphne Du Maurier
35691,Lucy Sullivan wird heiraten.,Marian Keyes
35956,Der SommermÃ?Â¶rder.,Nicci French
17284,The Dreadful Lemon Sky (Travis McGee Mysteries),John D. MacDonald
36255,42 Flores del Mal,Charles P. Baudelaire
23076,"The Predator (Animorphs, No. 5)",K. A. Applegate
25314,HOLLYWOOD HORROR (NANCY DREW HARDY BOY SUPERMYSTERY ) : HOLLYWOOD HORROR (Nancy Drew &amp; Hardy Boys Super Mysteries (Paperback)),Carolyn Keene
22839,Gammage Cup,Carol Kendall
4310,Mondo Barbie,Lucinda Ebersole
28119,Department Thirty,David Kent
30208,Breakthrough,R. J. Pineiro
30507,It Happened in Boston? (Modern Library Classics),Russell H. Greenan
31388,"Hardcore Zen: Punk Rock, Monster Movies &amp; the Truth About Reality",Brad Warner
33125,The Sweetness of Honey and the Sting of Bees : A Book of Love from the Ancient Mediterranean,Michelle Louvric
33910,Thomas Jefferson's Freethought Legacy: A Saying Per Day by the Sage of Monticello,Thomas Jefferson
4013,Flash 5 for Windows and Macintosh: Visual QuickStart Guide (3rd Edition),Katherine Ulrich
8615,The Questioning Miss Quinton,Kasey Michaels
18241,Dark Champion,Jo Beverley
30742,Christmas Angel,Jo Beverley
30812,Tempting Fortune,Jo Beverley
32839,Impetuous Innocent,Stephanie Laurens
2157,Rifles for Watie,Harold Keith
11682,That Night,Alice McDermott
19104,Wanderlust,Chris Dyer
19298,Looking Backward (Dover Thrift Editions),Edward Bellamy
19320,Utopia (Dover Thrift Editions),Sir Thomas More
27406,Meaning of It All: Thoughts of a Citizen Scientist (Helix Books),Richard P. Feynman
31662,Fail Safe,Eugene Burdick
6152,The House Next Door,Anne Rivers Siddons
6820,Errands,Judith Guest
1052,Already Dead : A California Gothic,Denis Johnson
1321,The JOKE (Definitive Version),Milan Kundera
1413,Rising Phoenix,Kyle Mills
9404,How to Be Alone: Essays,Jonathan Franzen
15168,Ballet Shoes,Noel Streatfeild
15319,Book of Three,Lloyd Alexander
18581,"The Darkest Road (The Fionavar Tapestry, Book 3)",Guy Gavriel Kay
18841,Northanger Abbey (Signet Classic),Jane Austen
19189,Turn of the Screw (Dover Thrift Editions),Henry James
19361,A Connecticut Yankee in King Arthur's Court (Dover Thrift Editions),Mark Twain
20453,Orsinian tales,Ursula K. Le Guin
20863,Anne of Avonlea (Anne of Green Gables Novels (Paperback)),Lucy Maud Montgomery
23521,The Woman Who Walked into Doors,Roddy Doyle
25189,FIREBRAND,Marion Zimmer Bradley
28336,The Gates of Sleep,Mercedes Lackey
29926,The Coelura,Anne McCaffrey
30120,"The Blood of Ten Chiefs (Elfquest, Vol 1)",Richard Pini
30620,Lady of the Forest,Jennifer Roberson
34148,Sixpence House : Lost in A Town Of Books,Paul Collins
28589,Book of Shadows: A Modern Woman's Journey into the Wisdom of Witchcraft and the Magic of the Goddess,Phyllis Curott
33854,"The Dark Side of the Light Chasers: Reclaiming Your Power, Creativity, Brilliance, and Dreams",Debbie Ford
34179,Nothing Left over: A Plain and Simple Life,Toinette Lippe
20929,I Know Why the Caged Bird Sings,Maya Angelou
146,The TRAP,Tabitha King
4653,Atkins for Life: The Complete Controlled Carb Program for Permanent Weight Loss and Good Health,Robert C. Atkins
36080,Ana Frank Diario,Ana Frank
19363,The Jungle (Dover Thrift Editions),Upton Sinclair
20628,The Portrait of a Lady (Bantam Classic),Henry James
3792,Ladies' Night at Finbar's Hotel,Dermot Bolger
8215,Milwaukee Summers Can Be Deadly (Worldwide Library Mysteries),Kathleen Barret
10894,Gator Aide (Rachel Porter Mysteries),Jessica Speart
16857,Catching Alice,Clare Naylor
30498,Ordinary Life : Stories (Ballantine Reader's Circle),ELIZABETH BERG
912,Native Son,Richard Wright
970,Jonah's Gourd Vine,Zora Neale Hurston
18942,Middle Passage (Plume Contemporary Fiction),Charles Johnson
23478,Storyville,Lois Battle
29793,Point Last Seen: A Woman Tracker's Story,Hannah Nyala
31984,The Polished Hoe,Austin Clarke
29176,The Triggerman's Dance,T. Jefferson Parker
15721,The Hermit of Eyton Forest: The Fourteenth Chronicle of Brother Cadfael,Ellis Peters
2838,Medicine River,Thomas King
33057,Dolce Agonia,Nancy Huston
1713,Touched by Angels,Debbie MacOmber
30867,My Monastery Is a Minivan: 35 Stories from a Real Life,Denise Roy
22103,Father to Be,MARILYN PAPPANO
7107,The Eleventh Garfield Fat Cat (Garfield Fat Cat Three Pack),Jim Davis
25569,ENDGAME ENIGMA,Ben Hogan
11700,Player Piano,KURT VONNEGUT
27533,Candyland : A Novel In Two Parts,Ed McBain
32002,How to Clean Practically Anything: Third Edition,Monte Florman
13272,The Tin Can Tree,Anne Tyler
16143,Everyday Enlightenment: The Twelve Gateways to Personal Growth,Dan Millman
26347,Midwives : A novel (Vintage Contemporaries),CHRIS BOHJALIAN
17962,Absolution by Murder: A Sister Fidelma Mystery (Sister Fidelma Mysteries (Paperback)),Peter Tremayne
17963,Shroud for the Archbishop: A Sister Fidelma Mystery (Sister Fidelma Mysteries (Paperback)),Peter Tremayne
18272,Act of Mercy: A Mystery of Ancient Ireland (Sister Fidelma Mysteries (Paperback)),Peter Tremayne
30389,1916: A Novel of the Irish Rebellion (Irish Century),Morgan Llywelyn
18348,The Search for the Green River Killer,Carlton Smith
21059,The Herb Book,John B. Lust
31622,Square Foot Gardening,Mel Bartholomew
32158,Herbs (Rd Home Handbooks),Lesley Bremness
